,index,CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment,Cluster
1287,1287,2619.0,2,129,70474.0,4,4,2,442,Champions,5
1288,1288,2618.0,64,120,571835.0,2,4,4,244,Can't loose them,5
1289,1289,2603.0,137,80,96442.0,2,3,3,233,At risk,5
1290,1290,2598.0,39,22,49990.0,3,2,2,322,Potential loyalists,5
1291,1291,2576.0,320,17,25874.0,1,1,1,111,Hibernating,1
1292,1292,2569.0,86,89,183876.0,2,3,3,233,At risk,5
1293,1293,2568.0,39,35,68759.0,3,2,2,322,Potential loyalists,5
1294,1294,2560.0,47,64,134556.0,3,3,3,333,Loyal customers,5
1295,1295,2555.0,150,42,86463.0,1,3,3,133,At risk,1
1296,1296,2548.0,33,83,314588.0,3,3,4,334,Loyal customers,5
1297,1297,2547.0,11,14,40134.0,4,1,2,412,New customers,5
1298,1298,2543.0,243,21,122828.0,1,2,3,123,Hibernating,1
1299,1299,2528.0,11,141,311309.0,4,4,4,444,Champions,5
1300,1300,2525.0,40,411,366762.0,3,4,4,344,Loyal customers,0
1301,1301,2521.0,13,93,121126.0,4,3,3,433,Champions,5
1302,1302,2519.0,20,62,128363.0,3,3,3,333,Loyal customers,5
1303,1303,2517.0,17,88,88210.0,4,3,3,433,Champions,5
1304,1304,2490.0,68,55,118567.0,2,3,3,233,At risk,5
1305,1305,2481.0,1,77,725142.0,4,3,4,434,Champions,5
1306,1306,2472.0,27,110,142836.0,3,4,3,343,Loyal customers,5
1307,1307,2468.0,82,21,58733.0,2,2,2,222,Hibernating,5
1308,1308,2460.0,169,116,303601.0,1,4,4,144,Can't loose them,1
1309,1309,2429.0,106,64,210792.0,2,3,3,233,At risk,5
1310,1310,2424.0,57,100,208483.0,2,3,3,233,At risk,5
1311,1311,2417.0,186,16,37660.0,1,1,1,111,Hibernating,1
1312,1312,2416.0,31,60,145080.0,3,3,3,333,Loyal customers,5
1313,1313,2395.0,157,146,87878.0,1,4,3,143,Can't loose them,1
1314,1314,2390.0,178,168,85977.0,1,4,2,142,Can't loose them,1
1315,1315,2387.0,16,57,78096.0,4,3,2,432,Champions,5
1316,1316,2376.0,13,897,701797.0,4,4,4,444,Champions,0
1317,1317,2372.0,37,29,55464.0,3,2,2,322,Potential loyalists,5
1318,1318,2370.0,78,114,196729.0,2,4,3,243,Can't loose them,5
1319,1319,2364.0,12,15,33451.0,4,1,1,411,New customers,5
1320,1320,2359.0,26,255,183943.0,3,4,3,343,Loyal customers,5
1321,1321,2358.0,9,228,251913.0,4,4,4,444,Champions,5
1322,1322,2357.0,22,108,195167.0,3,4,3,343,Loyal customers,5
1323,1323,2352.0,3,177,102373.0,4,4,3,443,Champions,5
1324,1324,2348.0,41,185,392367.0,3,4,4,344,Loyal customers,5
1325,1325,2343.0,15,178,521230.0,4,4,4,444,Champions,5
1326,1326,2335.0,53,97,493442.0,2,3,4,234,At risk,5
1327,1327,2321.0,2,188,522497.0,4,4,4,444,Champions,5
1328,1328,2319.0,16,97,1332788.0,4,3,4,434,Champions,0
1329,1329,2317.0,41,46,173937.0,3,3,3,333,Loyal customers,5
1330,1330,2301.0,284,60,70556.0,1,3,2,132,At risk,1
1331,1331,2299.0,2,286,181786.0,4,4,3,443,Champions,0
1332,1332,2295.0,313,28,62108.0,1,2,2,122,Hibernating,1
1333,1333,2293.0,267,5,14178.0,1,1,1,111,Hibernating,1
1334,1334,2292.0,10,219,181903.0,4,4,3,443,Champions,5
1335,1335,2279.0,34,306,205931.0,3,4,3,343,Loyal customers,0
1336,1336,2278.0,20,292,175337.0,3,4,3,343,Loyal customers,0
1337,1337,2269.0,10,39,95922.0,4,2,3,423,Potential loyalists,5
1338,1338,2264.0,34,153,139261.0,3,4,3,343,Loyal customers,5
1339,1339,2261.0,150,41,100352.0,1,2,3,123,Hibernating,1
1340,1340,2245.0,220,8,69639.0,1,1,2,112,Hibernating,1
1341,1341,2243.0,171,194,481453.0,1,4,4,144,Can't loose them,1
1342,1342,2231.0,373,16,43021.0,1,1,2,112,Hibernating,1
1343,1343,2227.0,32,519,356880.0,3,4,4,344,Loyal customers,0
1344,1344,2215.0,131,24,55733.0,2,2,2,222,Hibernating,5
1345,1345,2211.0,157,98,49240.0,1,3,2,132,At risk,1
1346,1346,2196.0,200,24,46634.0,1,2,2,122,Hibernating,1
1347,1347,2185.0,70,4,250917.0,2,1,4,214,Hibernating,5
1348,1348,2174.0,60,139,299601.0,2,4,4,244,Can't loose them,5
1349,1349,2133.0,114,31,91496.0,2,2,3,223,Hibernating,5
1350,1350,2125.0,319,5,75720.0,1,1,2,112,Hibernating,1
1351,1351,2109.0,26,142,274224.0,3,4,4,344,Loyal customers,5
1352,1352,2099.0,5,90,565004.0,4,3,4,434,Champions,5
1353,1353,2088.0,9,110,238890.0,4,4,4,444,Champions,5
1354,1354,2074.0,10,271,608674.0,4,4,4,444,Champions,0
1355,1355,2060.0,16,73,187540.0,4,3,3,433,Champions,5
1356,1356,2056.0,51,84,427231.0,3,3,4,334,Loyal customers,5
1357,1357,2045.0,15,79,244094.0,4,3,4,434,Champions,5
1358,1358,2042.0,31,197,441490.0,3,4,4,344,Loyal customers,5
1359,1359,2040.0,30,84,192510.0,3,3,3,333,Loyal customers,5
1360,1360,2027.0,5,25,31944.0,4,2,1,421,Potential loyalists,5
1361,1361,2025.0,104,47,195487.0,2,3,3,233,At risk,5
1362,1362,2009.0,95,26,107303.0,2,2,3,223,Hibernating,5
1363,1363,2005.0,79,82,221706.0,2,3,4,234,At risk,5
1364,1364,1993.0,320,30,25828.0,1,2,1,121,Hibernating,1
1365,1365,1992.0,24,143,187430.0,3,4,3,343,Loyal customers,5
1366,1366,1981.0,10,1502,2461554.0,4,4,4,444,Champions,0
1367,1367,1976.0,5,509,340663.0,4,4,4,444,Champions,0
1368,1368,1974.0,5,111,89927.0,4,4,3,443,Champions,5
1369,1369,1969.0,34,72,47060.0,3,3,2,332,Loyal customers,5
1370,1370,1965.0,9,472,235555.0,4,4,4,444,Champions,0
1371,1371,1949.0,47,26,98316.0,3,2,3,323,Potential loyalists,5
1372,1372,1948.0,39,61,28207.0,3,3,1,331,Loyal customers,5
1373,1373,1945.0,199,87,44037.0,1,3,2,132,At risk,1
1374,1374,1927.0,11,312,890457.0,4,4,4,444,Champions,0
1375,1375,1920.0,60,138,983121.0,2,4,4,244,Can't loose them,5
1376,1376,1910.0,82,87,242839.0,2,3,4,234,At risk,5
1377,1377,1909.0,366,17,40694.0,1,1,2,112,Hibernating,1
1378,1378,1902.0,213,57,127024.0,1,3,3,133,At risk,1
1379,1379,1882.0,10,73,165351.0,4,3,3,433,Champions,5
1380,1380,1881.0,149,33,81711.0,1,2,2,122,Hibernating,1
1381,1381,1874.0,21,53,117842.0,3,3,3,333,Loyal customers,5
1382,1382,1867.0,4,98,60948.0,4,3,2,432,Champions,5
1383,1383,1852.0,79,126,373319.0,2,4,4,244,Can't loose them,5
1384,1384,1841.0,90,108,233829.0,2,4,4,244,Can't loose them,5
1385,1385,1835.0,5,121,270697.0,4,4,4,444,Champions,5
1386,1386,1828.0,201,63,139899.0,1,3,3,133,At risk,1
1387,1387,1825.0,370,30,18153.0,1,2,1,121,Hibernating,1
1388,1388,1823.0,40,235,380223.0,3,4,4,344,Loyal customers,5
1389,1389,1818.0,62,59,29522.0,2,3,1,231,At risk,5
1390,1390,1816.0,52,13,22090.0,3,1,1,311,Promising,5
1391,1391,1803.0,55,27,59968.0,2,2,2,222,Hibernating,5
1392,1392,1792.0,30,39,32587.0,3,2,1,321,Potential loyalists,5
1393,1393,1785.0,78,19,48678.0,2,2,2,222,Hibernating,5
1394,1394,1782.0,45,41,86032.0,3,2,2,322,Potential loyalists,5
1395,1395,1774.0,198,89,179957.0,1,3,3,133,At risk,1
1396,1396,1768.0,10,147,351601.0,4,4,4,444,Champions,5
1397,1397,1763.0,25,52,104020.0,3,3,3,333,Loyal customers,5
1398,1398,1762.0,11,277,149254.0,4,4,3,443,Champions,0
1399,1399,1755.0,11,339,341794.0,4,4,4,444,Champions,0
1400,1400,1752.0,15,139,79226.0,4,4,2,442,Champions,5
1401,1401,1747.0,15,22,39919.0,4,2,2,422,Potential loyalists,5
1402,1402,1746.0,2,347,408773.0,4,4,4,444,Champions,0
1403,1403,1744.0,33,115,292277.0,3,4,4,344,Loyal customers,5
1404,1404,1742.0,2,210,156588.0,4,4,3,443,Champions,5
1405,1405,1740.0,5,130,303584.0,4,4,4,444,Champions,5
1406,1406,1738.0,138,68,75389.0,2,3,2,232,At risk,5
1407,1407,1732.0,26,421,165839.0,3,4,3,343,Loyal customers,0
1408,1408,1729.0,29,258,3537371.0,3,4,4,344,Loyal customers,0
1409,1409,1723.0,281,132,56488.0,1,4,2,142,Can't loose them,1
1410,1410,1719.0,62,90,220593.0,2,3,4,234,At risk,5
1411,1411,1718.0,20,99,86035.0,3,3,2,332,Loyal customers,5
1412,1412,1706.0,5,199,191337.0,4,4,3,443,Champions,5
1413,1413,1676.0,18,74,1502600.0,4,3,4,434,Champions,0
1414,1414,1669.0,20,102,226026.0,3,4,4,344,Loyal customers,5
1415,1415,1665.0,16,197,206573.0,4,4,3,443,Champions,5
1416,1416,1659.0,6,330,142588.0,4,4,3,443,Champions,0
1417,1417,1655.0,13,123,105074.0,4,4,3,443,Champions,5
1418,1418,1647.0,96,127,388493.0,2,4,4,244,Can't loose them,5
1419,1419,1642.0,59,21,40579.0,2,2,2,222,Hibernating,5
1420,1420,1632.0,25,114,276356.0,3,4,4,344,Loyal customers,5
1421,1421,1629.0,59,111,178550.0,2,4,3,243,Can't loose them,5
1422,1422,1623.0,61,330,370210.0,2,4,4,244,Can't loose them,0
1423,1423,1621.0,25,61,337858.0,3,3,4,334,Loyal customers,5
1424,1424,1603.0,23,57,33235.0,3,3,1,331,Loyal customers,5
1425,1425,1602.0,26,96,164389.0,3,3,3,333,Loyal customers,5
1426,1426,1598.0,4,164,452984.0,4,4,4,444,Champions,5
1427,1427,1586.0,208,30,62774.0,1,2,2,122,Hibernating,1
1428,1428,1581.0,282,9,17939.0,1,1,1,111,Hibernating,1
1429,1429,1579.0,165,30,90227.0,1,2,3,123,Hibernating,1
1430,1430,1578.0,12,13,32480.0,4,1,1,411,New customers,5
1431,1431,1570.0,12,43,57391.0,4,3,2,432,Champions,5
1432,1432,1560.0,6,968,443793.0,4,4,4,444,Champions,0
1433,1433,1555.0,19,258,126183.0,4,4,3,443,Champions,5
1434,1434,1552.0,1,292,147299.0,4,4,3,443,Champions,0
1435,1435,1547.0,320,32,293010.0,1,2,4,124,Hibernating,1
1436,1436,1542.0,10,382,323693.0,4,4,4,444,Champions,0
1437,1437,1541.0,303,17,53464.0,1,1,2,112,Hibernating,1
1438,1438,1538.0,24,224,569564.0,3,4,4,344,Loyal customers,0
1439,1439,1528.0,92,97,287920.0,2,3,4,234,At risk,5
1440,1440,1517.0,5,182,641287.0,4,4,4,444,Champions,5
1441,1441,1511.0,11,286,563467.0,4,4,4,444,Champions,0
1442,1442,1510.0,66,45,142459.0,2,3,3,233,At risk,5
1443,1443,1509.0,11,186,425616.0,4,4,4,444,Champions,5
1444,1444,1506.0,10,14,29451.0,4,1,1,411,New customers,5
1445,1445,1505.0,39,59,164687.0,3,3,3,333,Loyal customers,5
1446,1446,1497.0,320,8,17560.0,1,1,1,111,Hibernating,1
1447,1447,1452.0,223,17,45888.0,1,1,2,112,Hibernating,1
1448,1448,1435.0,4,156,494639.0,4,4,4,444,Champions,5
1449,1449,1432.0,99,64,143686.0,2,3,3,233,At risk,5
1450,1450,1426.0,110,31,68153.0,2,2,2,222,Hibernating,5
1451,1451,1421.0,10,111,1556962.0,4,4,4,444,Champions,0
1452,1452,1418.0,2,78,382408.0,4,3,4,434,Champions,5
1453,1453,1415.0,279,20,15917.0,1,2,1,121,Hibernating,1
1454,1454,1414.0,111,75,182781.0,2,3,3,233,At risk,5
1455,1455,1412.0,11,141,317557.0,4,4,4,444,Champions,5
1456,1456,1408.0,44,112,289509.0,3,4,4,344,Loyal customers,5
1457,1457,1393.0,43,193,456732.0,3,4,4,344,Loyal customers,5
1458,1458,1390.0,43,12,26476.0,3,1,1,311,Promising,5
1459,1459,1389.0,3,100,238496.0,4,3,4,434,Champions,5
1460,1460,1343.0,76,49,97488.0,2,3,3,233,At risk,5
1461,1461,1335.0,374,22,45056.0,1,2,2,122,Hibernating,1
1462,1462,1328.0,3,200,531780.0,4,4,4,444,Champions,5
1463,1463,1326.0,2,52,144699.0,4,3,3,433,Champions,5
1464,1464,1320.0,4,159,381197.0,4,4,4,444,Champions,5
1465,1465,1288.0,102,65,118844.0,2,3,3,233,At risk,5
1466,1466,1285.0,5,43,131134.0,4,3,3,433,Champions,5
1467,1467,1283.0,4,322,193682.0,4,4,3,443,Champions,0
1468,1468,1277.0,5,202,892064.0,4,4,4,444,Champions,0
1469,1469,1260.0,43,235,442700.0,3,4,4,344,Loyal customers,5
1470,1470,1254.0,23,89,83545.0,3,3,2,332,Loyal customers,5
1471,1471,1252.0,9,248,1710795.0,4,4,4,444,Champions,0
1472,1472,1237.0,199,42,88479.0,1,3,3,133,At risk,1
1473,1473,1233.0,135,47,97239.0,2,3,3,233,At risk,5
1474,1474,1229.0,16,86,180996.0,4,3,3,433,Champions,5
1475,1475,1228.0,4,155,275868.0,4,4,4,444,Champions,5
1476,1476,1202.0,80,92,77954.0,2,3,2,232,At risk,5
1477,1477,1166.0,61,148,391367.0,2,4,4,244,Can't loose them,5
1478,1478,1154.0,2,110,230839.0,4,4,4,444,Champions,5
1479,1479,1150.0,72,16,30381.0,2,1,1,211,Hibernating,5
1480,1480,1144.0,22,165,406700.0,3,4,4,344,Loyal customers,5
1481,1481,1140.0,55,104,241264.0,2,4,4,244,Can't loose them,5
1482,1482,1135.0,124,307,396921.0,2,4,4,244,Can't loose them,0
1483,1483,1127.0,327,28,26320.0,1,2,1,121,Hibernating,1
1484,1484,1121.0,130,93,201709.0,2,3,3,233,At risk,5
1485,1485,1120.0,52,101,207597.0,3,4,3,343,Loyal customers,5
1486,1486,1118.0,25,55,103752.0,3,3,3,333,Loyal customers,5
1487,1487,1111.0,26,55,106296.0,3,3,3,333,Loyal customers,5
1488,1488,1101.0,7,96,92490.0,4,3,3,433,Champions,5
1489,1489,1099.0,305,36,157544.0,1,2,3,123,Hibernating,1
1490,1490,1096.0,24,173,497550.0,3,4,4,344,Loyal customers,5
1491,1491,1089.0,7,76,213724.0,4,3,4,434,Champions,5
1492,1492,1088.0,368,7,12904.0,1,1,1,111,Hibernating,1
1493,1493,1081.0,310,33,72624.0,1,2,2,122,Hibernating,1
1494,1494,1070.0,8,57,48415.0,4,3,2,432,Champions,5
1495,1495,1066.0,34,177,139413.0,3,4,3,343,Loyal customers,5
1496,1496,1065.0,65,119,341345.0,2,4,4,244,Can't loose them,5
1497,1497,1064.0,3,135,340034.0,4,4,4,444,Champions,5
1498,1498,1058.0,55,57,37927.0,2,3,1,231,At risk,5
1499,1499,1050.0,289,9,38231.0,1,1,1,111,Hibernating,1
1500,1500,1044.0,4,41,253560.0,4,2,4,424,Potential loyalists,5
1501,1501,1042.0,72,34,76625.0,2,2,2,222,Hibernating,5
1502,1502,1038.0,6,191,99325.0,4,4,3,443,Champions,5
1503,1503,1000.0,4,37,263771.0,4,2,4,424,Potential loyalists,5
1504,1504,995.0,152,16,68568.0,1,1,2,112,Hibernating,1
1505,1505,989.0,3,470,833904.0,4,4,4,444,Champions,0
1506,1506,984.0,206,104,208096.0,1,4,3,143,Can't loose them,1
1507,1507,981.0,165,49,64870.0,1,3,2,132,At risk,1
1508,1508,978.0,46,63,137507.0,3,3,3,333,Loyal customers,5
1509,1509,964.0,34,188,196569.0,3,4,3,343,Loyal customers,5
1510,1510,961.0,6,71,277643.0,4,3,4,434,Champions,5
1511,1511,958.0,253,19,36916.0,1,2,1,121,Hibernating,1
1512,1512,951.0,90,74,158796.0,2,3,3,233,At risk,5
1513,1513,949.0,41,98,80295.0,3,3,2,332,Loyal customers,5
1514,1514,943.0,4,247,685595.0,4,4,4,444,Champions,0
1515,1515,941.0,6,166,89523.0,4,4,3,443,Champions,5
1516,1516,929.0,15,23,55581.0,4,2,2,422,Potential loyalists,5
1517,1517,927.0,12,126,818591.0,4,4,4,444,Champions,5
1518,1518,925.0,52,26,37730.0,3,2,1,321,Potential loyalists,5
1519,1519,924.0,206,33,166045.0,1,2,3,123,Hibernating,1
1520,1520,921.0,18,84,44882.0,4,3,2,432,Champions,5
1521,1521,909.0,67,109,444235.0,2,4,4,244,Can't loose them,5
1522,1522,900.0,3,296,729626.0,4,4,4,444,Champions,0
1523,1523,899.0,183,76,37277.0,1,3,1,131,At risk,1
1524,1524,884.0,73,59,119435.0,2,3,3,233,At risk,5
1525,1525,880.0,2,115,251893.0,4,4,4,444,Champions,5
1526,1526,879.0,9,43,151305.0,4,3,3,433,Champions,5
1527,1527,875.0,73,211,487340.0,2,4,4,244,Can't loose them,5
1528,1528,870.0,24,65,146478.0,3,3,3,333,Loyal customers,5
1529,1529,867.0,11,35,83831.0,4,2,2,422,Potential loyalists,5
1530,1530,851.0,40,79,195017.0,3,3,3,333,Loyal customers,5
1531,1531,843.0,11,99,139254.0,4,3,3,433,Champions,5
1532,1532,835.0,25,46,123974.0,3,3,3,333,Loyal customers,5
1533,1533,816.0,1,157,471749.0,4,4,4,444,Champions,5
1534,1534,815.0,109,78,221325.0,2,3,4,234,At risk,5
1535,1535,796.0,186,21,47450.0,1,2,2,122,Hibernating,1
1536,1536,795.0,2,155,370546.0,4,4,4,444,Champions,5
1537,1537,785.0,100,53,123629.0,2,3,3,233,At risk,5
1538,1538,782.0,90,23,46523.0,2,2,2,222,Hibernating,5
1539,1539,780.0,366,14,39044.0,1,1,1,111,Hibernating,1
1540,1540,779.0,258,29,76299.0,1,2,2,122,Hibernating,1
1541,1541,777.0,34,128,281957.0,3,4,4,344,Loyal customers,5
1542,1542,775.0,18,60,133168.0,4,3,3,433,Champions,5
1543,1543,774.0,10,166,379051.0,4,4,4,444,Champions,5
1544,1544,773.0,64,23,51525.0,2,2,2,222,Hibernating,5
1545,1545,772.0,269,29,57472.0,1,2,2,122,Hibernating,1
1546,1546,766.0,67,16,43739.0,2,1,2,212,Hibernating,5
1547,1547,765.0,17,40,112326.0,4,2,3,423,Potential loyalists,5
1548,1548,764.0,11,16,34641.0,4,1,1,411,New customers,5
1549,1549,762.0,72,8,43908.0,2,1,2,212,Hibernating,5
1550,1550,761.0,288,20,46268.0,1,2,2,122,Hibernating,1
1551,1551,759.0,178,19,44053.0,1,2,2,122,Hibernating,1
1552,1552,755.0,158,19,58235.0,1,2,2,122,Hibernating,1
1553,1553,747.0,83,12,79199.0,2,1,2,212,Hibernating,5
1554,1554,742.0,79,106,211099.0,2,4,4,244,Can't loose them,5
1555,1555,735.0,6,26,75785.0,4,2,2,422,Potential loyalists,5
1556,1556,733.0,8,107,224304.0,4,4,4,444,Champions,5
1557,1557,715.0,60,7,13802.0,2,1,1,211,Hibernating,5
1558,1558,711.0,41,46,79793.0,3,3,2,332,Loyal customers,5
1559,1559,706.0,38,96,34150.0,3,3,1,331,Loyal customers,5
1560,1560,703.0,18,439,512966.0,4,4,4,444,Champions,0
1561,1561,701.0,12,187,615524.0,4,4,4,444,Champions,5
1562,1562,691.0,157,36,189436.0,1,2,3,123,Hibernating,1
1563,1563,684.0,204,58,73521.0,1,3,2,132,At risk,1
1564,1564,677.0,76,43,107940.0,2,3,3,233,At risk,5
1565,1565,652.0,11,226,471808.0,4,4,4,444,Champions,0
1566,1566,651.0,13,110,239038.0,4,4,4,444,Champions,5
1567,1567,645.0,338,37,26919.0,1,2,1,121,Hibernating,1
1568,1568,642.0,15,180,245032.0,4,4,4,444,Champions,5
1569,1569,639.0,27,265,765330.0,3,4,4,344,Loyal customers,0
1570,1570,631.0,38,131,166024.0,3,4,3,343,Loyal customers,5
1571,1571,627.0,123,79,254608.0,2,3,4,234,At risk,5
1572,1572,621.0,37,85,122707.0,3,3,3,333,Loyal customers,5
1573,1573,608.0,19,170,627281.0,4,4,4,444,Champions,5
1574,1574,598.0,78,15,32308.0,2,1,1,211,Hibernating,5
1575,1575,597.0,5,140,318879.0,4,4,4,444,Champions,5
1576,1576,587.0,33,145,168187.0,3,4,3,343,Loyal customers,5
1577,1577,572.0,71,25,59507.0,2,2,2,222,Hibernating,5
1578,1578,557.0,1,425,681332.0,4,4,4,444,Champions,0
1579,1579,553.0,374,14,23751.0,1,1,1,111,Hibernating,1
1580,1580,544.0,15,402,773970.0,4,4,4,444,Champions,0
1581,1581,527.0,23,45,104796.0,3,3,3,333,Loyal customers,5
1582,1582,525.0,2,40,185880.0,4,2,3,423,Potential loyalists,5
1583,1583,511.0,12,404,800183.0,4,4,4,444,Champions,0
1584,1584,505.0,23,59,156353.0,3,3,3,333,Loyal customers,5
1585,1585,479.0,307,19,12774.0,1,2,1,121,Hibernating,1
1586,1586,478.0,2,180,666300.0,4,4,4,444,Champions,5
1587,1587,474.0,3,23,235382.0,4,2,4,424,Potential loyalists,5
1588,1588,471.0,145,97,218908.0,1,3,4,134,At risk,5
1589,1589,463.0,16,120,200553.0,4,4,3,443,Champions,5
1590,1590,462.0,18,62,141502.0,4,3,3,433,Champions,5
1591,1591,460.0,25,106,83101.0,3,4,2,342,Loyal customers,5
1592,1592,421.0,58,83,308777.0,2,3,4,234,At risk,5
1593,1593,414.0,27,538,630043.0,3,4,4,344,Loyal customers,0
1594,1594,402.0,32,49,134920.0,3,3,3,333,Loyal customers,5
1595,1595,401.0,23,91,127997.0,3,3,3,333,Loyal customers,5
1596,1596,397.0,71,34,140634.0,2,2,3,223,Hibernating,5
1597,1597,394.0,3,314,752717.0,4,4,4,444,Champions,0
1598,1598,382.0,3,91,195875.0,4,3,3,433,Champions,5
1599,1599,370.0,263,28,57589.0,1,2,2,122,Hibernating,1
1600,1600,362.0,335,22,63051.0,1,2,2,122,Hibernating,1
1601,1601,361.0,257,24,45942.0,1,2,2,122,Hibernating,1
1602,1602,353.0,5,98,242916.0,4,3,4,434,Champions,5
1603,1603,347.0,212,12,178814.0,1,1,3,113,Hibernating,1
1604,1604,344.0,317,45,186675.0,1,3,3,133,At risk,1
1605,1605,340.0,117,97,375967.0,2,3,4,234,At risk,5
1606,1606,335.0,23,197,2709712.0,3,4,4,344,Loyal customers,0
1607,1607,323.0,317,41,87299.0,1,2,3,123,Hibernating,1
1608,1608,317.0,72,42,91772.0,2,3,3,233,At risk,5
1609,1609,316.0,11,132,443366.0,4,4,4,444,Champions,5
1610,1610,313.0,7,49,115089.0,4,3,3,433,Champions,5
1611,1611,301.0,29,120,440270.0,3,4,4,344,Loyal customers,5
1612,1612,296.0,16,328,847355.0,4,4,4,444,Champions,0
1613,1613,295.0,9,81,235070.0,4,3,4,434,Champions,5
1614,1614,291.0,8,264,614008.0,4,4,4,444,Champions,0
1615,1615,283.0,114,171,631238.0,2,4,4,244,Can't loose them,5
1616,1616,280.0,11,98,323115.0,4,3,4,434,Champions,5
1617,1617,252.0,4,19,35984.0,4,2,1,421,Potential loyalists,5
1618,1618,251.0,108,29,80028.0,2,2,2,222,Hibernating,5
1619,1619,250.0,155,20,35705.0,1,2,1,121,Hibernating,1
1620,1620,247.0,34,69,212202.0,3,3,4,334,Loyal customers,5
1621,1621,231.0,212,84,312048.0,1,3,4,134,At risk,1
1622,1622,230.0,107,36,74810.0,2,2,2,222,Hibernating,5
1623,1623,227.0,2,449,1584405.0,4,4,4,444,Champions,0
1624,1624,218.0,75,18,78896.0,2,2,2,222,Hibernating,5
1625,1625,205.0,20,202,434069.0,3,4,4,344,Loyal customers,5
1626,1626,203.0,47,114,406263.0,3,4,4,344,Loyal customers,5
1627,1627,186.0,36,146,91914.0,3,4,3,343,Loyal customers,5
1628,1628,175.0,10,161,426744.0,4,4,4,444,Champions,5
1629,1629,162.0,47,67,134154.0,3,3,3,333,Loyal customers,5
1630,1630,146.0,15,136,593226.0,4,4,4,444,Champions,5
1631,1631,136.0,268,51,125408.0,1,3,3,133,At risk,1
1632,1632,135.0,113,34,79676.0,2,2,2,222,Hibernating,5
1633,1633,133.0,145,31,100745.0,1,2,3,123,Hibernating,5
1634,1634,132.0,288,6,17688.0,1,1,1,111,Hibernating,1
1635,1635,122.0,22,21,41174.0,3,2,2,322,Potential loyalists,5
1636,1636,120.0,16,71,145236.0,4,3,3,433,Champions,5
1637,1637,119.0,166,21,52584.0,1,2,2,122,Hibernating,1
1638,1638,117.0,39,25,57912.0,3,2,2,322,Potential loyalists,5
1639,1639,102.0,33,332,820111.0,3,4,4,344,Loyal customers,0
1640,1640,100.0,188,36,85862.0,1,2,2,122,Hibernating,1
1641,1641,90.0,57,15,389836.0,2,1,4,214,Hibernating,5
1642,1642,84.0,45,21,48432.0,3,2,2,322,Potential loyalists,5
1643,1643,48.0,23,105,429407.0,3,4,4,344,Loyal customers,5
1644,1644,45.0,324,10,25584.0,1,1,1,111,Hibernating,1
1645,1645,40.0,20,144,386528.0,3,4,4,344,Loyal customers,5
1646,1646,30.0,22,100,296416.0,3,3,4,334,Loyal customers,5
1647,1647,26.0,11,15,47600.0,4,1,2,412,New customers,5
1648,1648,22.0,60,62,182448.0,2,3,3,233,At risk,5
1649,1649,21.0,52,166,469518.0,3,4,4,344,Loyal customers,5
1650,1650,20.0,6,10,23537.0,4,1,1,411,New customers,5
1651,1651,4368.0,278,10,20480.0,1,1,1,111,Hibernating,1
1652,1652,4367.0,74,9,20462.0,2,1,1,211,Hibernating,5
1653,1653,4365.0,44,14,44326.0,3,1,2,312,Promising,5
1654,1654,4360.0,367,7,21576.0,1,1,1,111,Hibernating,1
1655,1655,4357.0,26,61,199538.0,3,3,3,333,Loyal customers,5
1656,1656,4354.0,173,134,333814.0,1,4,4,144,Can't loose them,1
1657,1657,4347.0,312,21,43103.0,1,2,2,122,Hibernating,1
1658,1658,4343.0,8,175,349993.0,4,4,4,444,Champions,5
1659,1659,4336.0,72,104,259102.0,2,4,4,244,Can't loose them,5
1660,1660,4329.0,219,5,10369.0,1,1,1,111,Hibernating,1
1661,1661,4327.0,5,271,711257.0,4,4,4,444,Champions,0
1662,1662,4306.0,5,159,761425.0,4,4,4,444,Champions,5
1663,1663,4298.0,16,71,267904.0,4,3,4,434,Champions,5
1664,1664,4278.0,16,80,206298.0,4,3,3,433,Champions,5
1665,1665,4274.0,13,140,89448.0,4,4,3,443,Champions,5
1666,1666,4266.0,13,221,418853.0,4,4,4,444,Champions,5
1667,1667,4263.0,158,15,163460.0,1,1,3,113,Hibernating,1
1668,1668,4251.0,25,36,88386.0,3,2,3,323,Potential loyalists,5
1669,1669,4248.0,215,17,13030.0,1,1,1,111,Hibernating,1
1670,1670,4241.0,13,26,46376.0,4,2,2,422,Potential loyalists,5
1671,1671,4239.0,2,444,1022575.0,4,4,4,444,Champions,0
1672,1672,4229.0,313,21,76805.0,1,2,2,122,Hibernating,1
1673,1673,4217.0,46,127,762292.0,3,4,4,344,Loyal customers,5
1674,1674,4215.0,9,227,359266.0,4,4,4,444,Champions,5
1675,1675,4206.0,76,10,37070.0,2,1,1,211,Hibernating,5
1676,1676,4203.0,179,27,92791.0,1,2,3,123,Hibernating,1
1677,1677,4197.0,72,20,42074.0,2,2,2,222,Hibernating,5
1678,1678,4185.0,22,112,67346.0,3,4,2,342,Loyal customers,5
1679,1679,4178.0,52,5,4221.0,3,1,1,311,Promising,5
1680,1680,4174.0,5,46,19647.0,4,3,1,431,Champions,5
1681,1681,4172.0,156,31,31322.0,1,2,1,121,Hibernating,1
1682,1682,4168.0,71,30,276938.0,2,2,4,224,Hibernating,5
1683,1683,4166.0,4,60,29991.0,4,3,1,431,Champions,5
